140	q1	632
704	u	814
588	u	90
67	u	533
249	u	198
929	u	823
777	u	435
131	t	523
43	u	50
500	u	255
494	t	361
275	u	149
152	u	888
255	u	409
344	u	20
675	u	213
542	u	867
606	u	392
73	u	18
215	u	945
258	u	174
285	u	634
549	u	594
220	u	542
839	u	181
882	u	713
193	u	500
624	u	552
360	u	576
527	u	311
22	u	471
325	u	313
109	u	791
287	u	27
88	u	677
281	u	56
176	u	119
212	u	149
597	u	254
197	t	667
148	u	105
461	u	649
19	u	191
433	u	170
435	u	808
447	u	159
945	u	542
605	u	831
497	u	48
469	u	20
983	u	427
162	u	964
954	u	104
198	u	561
622	u	36
968	u	65
969	u	189
649	u	851
411	u	817
336	u	650
70	u	905
665	t	99
12	u	715
97	u	605
970	t	297
168	u	18
139	u	97
642	u	720
552	u	235
488	u	683
409	u	72
235	u	457
471	u	162
590	u	433
468	u	371
720	u	591
174	u	155
684	u	557
360	u	371
582	u	128
630	u	646
109	u	88
823	u	235
20	u	325
35	u	985
589	u	852
358	u	390
406	u	861
170	u	774
842	u	381
192	u	501
354	u	90
175	u	488
36	u	155
964	u	220
978	u	542
18	u	193
925	u	978
142	u	744
538	u	759
858	u	677
557	u	527
864	u	392
945	u	463
976	u	249
622	u	990
56	u	924
749	u	122
499	u	12
588	u	83
718	u	257
278	u	287
733	u	212
44	u	341
634	u	322
371	u	437
623	u	109
955	u	517
542	u	852
135	u	215
409	u	774
606	u	497
414	u	839
73	u	25
258	u	167
95	u	869
975	u	344
130	u	736
533	u	242
22	u	488
298	u	505
817	u	12
517	u	170
287	u	2
26	u	170
918	u	774
2	u	839
35	u	19
357	u	192
170	u	64
736	t	957
175	u	546
570	u	690
568	u	358
978	u	344
212	u	162
905	u	192
479	u	546
539	u	405
461	u	624
128	u	720
511	p	492
538	u	433
705	u	189
142	u	447
80	t	227
226	u	705
715	u	19
945	u	533
814	u	471
159	t	893
475	u	738
851	u	497
610	u	650
938	u	499
56	u	111
649	u	858
911	u	22
411	u	840
349	u	109
425	u	433
24	u	97
70	u	898
12	u	704
168	u	27
316	u	792
687	u	232
139	u	88
844	t	221
126	u	277
235	u	448
471	u	189
359	u	50
190	u	650
372	u	381
96	u	792
839	u	925
65	u	738
684	u	538
607	u	198
852	u	49
823	u	226
35	u	960
358	u	447
629	u	713
842	u	358
192	u	458
354	u	83
36	u	128
550	u	277
175	u	499
744	u	447
738	u	869
159	u	411
128	u	406
597	u	806
831	u	22
806	u	73
792	u	23
898	u	960
49	u	109
538	u	704
381	u	802
715	u	960
950	t	296
605	u	23
867	u	704
656	r	887
653	u	968
749	u	97
613	u	395
74	u	587
588	u	72
477	u	405
499	u	23
249	u	212
981	u	232
44	u	322
411	u	25
168	u	977
255	u	395
344	u	226
936	t	912
542	u	861
258	u	176
975	u	355
839	u	167
732	u	880
193	u	410
182	t	604
468	u	587
655	u	822
287	u	13
357	u	215
35	u	26
607	u	823
50	u	325
644	u	623
397	u	867
170	u	73
181	u	42
175	u	557
479	u	557
322	u	457
392	u	409
42	q2	71
756	u	590
433	u	152
340	u	756
289	u	802
503	u	905
105	u	886
469	u	2
194	u	24
954	u	122
198	u	547
411	u	835
505	u	457
827	u	281
612	u	359
538	t	494
139	u	83
572	u	623
869	u	947
642	u	802
232	u	189
468	u	257
960	u	287
174	u	181
768	u	646
287	u	839
527	u	534
191	u	155
650	u	406
396	u	56
269	u	258
170	u	888
629	u	704
213	u	534
964	u	50
978	u	512
8	t	805
155	u	823
898	u	985
390	u	625
119	u	50
475	u	447
538	u	713
864	u	406
715	u	827
463	u	572
945	u	317
299	u	502
867	u	715
140	u	111
649	u	159
56	u	938
184	u	924
653	u	831
587	u	2
749	u	104
588	u	65
72	u	772
981	u	159
718	u	275
733	u	226
43	u	215
605	t	180
247	u	806
634	u	340
255	u	498
344	u	235
135	u	249
95	u	791
111	u	213
882	u	756
193	u	401
322	t	259
655	u	193
517	u	184
35	u	13
191	u	968
36	u	839
175	u	564
281	u	213
212	u	176
568	u	372
808	u	184
64	u	736
354	u	955
461	u	622
458	u	814
512	u	539
802	u	822
791	u	97
705	u	835
806	u	817
605	u	852
490	s	683
457	u	550
198	u	532
649	u	840
411	u	858
888	u	128
759	u	152
97	u	954
316	u	814
255	u	675
139	u	74
572	u	612
546	u	447
642	u	827
552	u	206
235	u	498
488	u	654
359	u	36
232	u	162
828	v	828
174	u	190
23	u	152
96	u	806
839	u	911
325	u	559
924	t	443
840	u	546
396	u	49
534	u	341
358	u	425
406	u	864
591	u	411
159	u	397
311	u	26
898	u	978
836	t	407
49	u	83
863	t	497
976	u	220
774	u	684
867	u	690
56	u	947
880	u	381
653	u	806
613	u	409
772	u	159
588	u	126
162	u	190
249	u	170
500	u	803
247	u	817
411	u	43
168	u	975
623	u	70
401	u	499
410	u	831
612	u	607
409	u	803
606	u	468
471	u	969
258	u	130
285	u	550
488	u	433
235	u	675
882	u	749
653	s	142
325	u	469
360	u	684
947	u	461
22	u	499
527	u	475
298	u	468
817	u	105
713	u	122
90	u	572
644	u	605
191	u	947
181	u	24
568	u	381
905	u	317
597	u	154
835	u	539
322	u	475
154	t	86
461	u	597
19	u	155
433	u	142
538	u	396
435	u	212
340	u	650
705	u	858
878	u	736
85	u	772
447	u	355
814	u	490
851	u	458
469	u	48
497	u	20
564	u	831
457	u	557
13	u	105
954	u	12
249	u	864
622	u	192
968	u	109
56	u	130
505	u	479
709	s	616
612	u	405
97	u	945
168	u	254
139	u	61
975	u	687
257	u	344
488	u	759
190	u	685
372	u	344
96	u	831
65	u	655
624	u	311
167	u	409
325	u	550
527	u	552
630	u	610
35	t	128
650	u	392
61	u	344
543	t	691
354	u	126
36	u	191
128	u	381
568	u	588
861	u	588
49	u	74
461	u	390
390	u	611
149	u	36
858	u	649
396	t	562
463	u	590
605	u	44
976	u	213
774	u	677
867	u	677
184	u	938
588	u	119
67	u	568
929	u	738
43	u	193
500	u	808
247	u	840
634	u	358
152	u	685
344	u	249
242	u	867
135	u	235
471	u	960
606	u	477
414	u	803
258	u	155
285	u	557
549	u	517
95	u	777
111	u	167
844	t	819
839	u	192
587	t	494
947	u	468
298	u	477
713	u	97
517	u	198
254	u	675
26	u	142
90	u	517
918	u	802
357	u	316
607	u	976
591	u	732
191	u	954
793	u	122
88	u	662
281	u	235
277	u	978
212	u	70
64	u	718
76	u	570
666	u	814
322	u	468
355	u	774
539	u	433
756	u	677
538	u	405
806	u	803
142	u	411
85	u	827
814	u	499
851	u	477
983	u	390
564	u	772
938	u	471
448	u	48
981	u	851
56	u	139
968	u	18
990	u	867
425	u	469
939	t	162
759	u	170
546	u	449
787	t	496
359	u	22
960	u	354
372	u	673
287	u	864
839	u	945
65	u	646
852	u	213
650	u	433
840	u	976
534	u	359
281	u	929
269	u	359
406	u	882
170	u	851
629	u	549
738	u	793
61	u	175
354	u	119
175	u	471
744	u	411
159	u	447
311	u	44
568	u	597
142	u	733
148	u	869
49	u	65
537	u	683
119	u	95
610	u	360
564	u	194
557	u	594
844	r	848
299	u	411
867	u	684
184	u	947
162	u	192
74	u	623
704	u	792
477	u	433
549	q2	847
249	u	184
72	u	827
67	u	547
500	u	817
317	u	109
247	u	835
275	u	67
152	u	690
623	u	88
425	u	646
924	u	642
612	u	589
344	u	206
135	u	226
409	u	817
27	u	154
258	u	148
285	u	564
220	u	704
532	u	538
111	u	174
732	u	852
27	t	876
360	u	666
130	u	733
189	u	317
947	u	479
533	u	261
468	u	623
817	u	95
713	u	104
918	u	827
550	s	32
50	u	281
277	u	969
568	u	395
978	u	437
654	u	534
808	u	159
905	u	275
666	u	823
25	u	461
227	p	918
355	u	777
49	u	911
756	u	690
538	u	414
435	u	230
791	u	74
806	u	852
289	u	774
447	u	341
859	t	331
501	u	831
851	u	36
736	u	666
938	u	448
249	u	886
981	u	842
43	u	898
968	u	27
990	u	852
888	u	167
827	u	501
611	u	791
612	u	395
505	t	451
258	u	990
687	u	215
975	u	705
642	u	774
126	u	314
471	u	232
409	u	2
590	u	111
435	q2	140
768	u	354
673	u	552
254	u	494
23	u	869
527	u	570
167	u	395
325	u	564
852	u	226
630	u	588
109	u	18
494	u	503
35	u	791
589	u	814
358	u	588
842	u	435
550	u	298
964	u	22
978	u	612
666	u	70
142	u	550
148	u	882
155	u	851
49	u	184
390	u	589
662	u	612
537	u	690
538	u	685
641	r	641
206	u	867
772	u	122
249	u	135
718	u	255
44	u	287
247	u	858
411	u	76
275	u	74
623	u	35
425	u	653
969	q2	178
344	u	215
612	u	634
542	u	802
471	u	978
606	u	463
95	u	827
532	u	547
839	u	242
193	u	437
527	u	500
533	u	316
22	u	406
109	u	808
298	u	463
517	u	212
287	u	88
254	u	733
2	u	653
35	u	105
644	u	568
490	u	814
534	u	591
281	u	249
570	u	360
277	u	960
64	u	732
835	u	572
597	u	191
25	u	468
76	u	552
128	u	666
458	u	882
395	u	159
433	u	235
19	u	124
512	u	759
340	u	673
567	t	71
142	u	501
226	u	759
501	u	822
976	u	905
605	u	880
983	u	488
411	u	886
749	u	869
990	u	861
349	u	167
677	u	97
48	u	756
70	u	72
168	u	213
258	u	983
257	u	357
552	u	170
232	u	142
625	u	878
325	u	715
852	u	235
109	u	25
405	u	538
823	u	168
396	u	85
269	u	341
341	u	655
591	u	447
61	u	189
354	u	25
36	u	90
568	u	611
978	u	605
18	u	128
861	u	609
576	u	122
142	u	559
792	u	65
390	u	582
119	u	97
149	u	73
610	u	378
557	u	576
605	u	65
976	u	184
622	u	925
613	u	501
477	u	463
588	u	18
67	u	605
249	u	142
718	u	192
371	u	490
623	u	42
255	u	449
344	u	220
612	u	611
675	u	285
97	u	175
414	u	774
215	u	969
122	u	23
258	u	230
95	u	802
532	u	552
111	u	128
975	u	409
235	u	767
193	u	76
325	u	497
624	u	736
517	u	235
287	u	67
2	u	646
357	u	257
449	u	792
397	u	189
793	u	23
181	u	500
175	u	611
534	u	576
281	u	128
568	u	409
905	u	257
322	u	447
97	q2	722
802	u	867
433	u	226
814	u	534
475	u	675
502	u	457
497	u	488
542	s	642
194	u	206
864	u	666
13	u	181
448	u	23
954	u	48
981	u	888
56	u	174
969	u	869
911	u	983
411	u	905
587	u	774
349	u	174
888	u	181
425	u	498
70	u	65
255	u	654
139	u	25
776	t	523
126	u	340
232	u	247
414	t	381
111	u	977
625	u	869
287	u	925
65	u	675
630	u	606
46	t	968
341	u	646
192	u	13
354	u	18
827	t	744
550	u	340
36	u	67
561	u	964
977	v	977
709	u	390
311	u	457
683	u	220
666	u	88
831	u	983
767	u	705
898	u	527
49	u	174
