1127,t,2587
3812,u,1055
2291,u,961
4854,u,3615
3217,u,3735
4901,u,772
804,u,376
2368,u,2169
3119,u,3812
933,t,400
1096,u,4047
3925,r,4982
218,u,660
1500,u,1211
1958,u,3938
2843,u,755
1180,u,1528
1827,u,316
904,u,3999
2100,u,1058
2590,u,2114
1349,u,2142
376,u,4559
2343,u,4856
3139,u,2352
2707,u,1337
1387,u,4801
2646,u,3534
4862,u,4091
4964,u,2100
4023,u,422
3643,u,761
3758,u,3307
1609,u,2381
3414,u,4559
1647,t,701
761,u,1029
591,u,2381
4449,u,3055
2122,u,1058
3537,u,4702
1381,t,511
276,r,276
705,t,2353
4544,u,1963
4657,t,4928
4562,u,4670
1720,u,1609
4700,u,841
891,u,316
581,t,2012
3114,u,398
1729,u,2641
712,u,2646
465,u,1214
2799,u,1138
3142,u,2799
3226,s,4246
1294,q2,2473
3951,q2,3386
3814,u,1337
3114,u,4091
2972,u,4449
4338,u,4385
1635,u,1029
752,u,3886
4711,u,3615
4405,u,3226
3072,r,3072
4858,t,4942
1783,u,635
2640,u,2913
4769,u,3657
3707,u,3276
1742,u,124
3735,u,4524
2039,u,3788
1315,u,3486
1812,u,3113
4766,u,2070
1772,u,1387
2343,u,744
343,u,4764
3276,u,3848
1770,u,1315
3258,t,474
4646,u,1337
3657,u,1742
3707,u,422
630,u,1609
2707,u,2972
3486,u,4562
3207,u,3076
4047,u,1045
398,u,2142
2132,u,3114
4015,p,1093
4884,p,2726
2629,u,368
4646,u,3758
4167,u,683
2247,u,4623
1402,u,2381
2699,u,3406
744,u,2286
2155,r,2155
4691,u,4971
2248,u,1597
420,u,2544
4515,u,2455
4833,s,3057
772,u,1634
3760,u,398
368,u,1635
2286,u,2169
2102,u,4753
1963,u,3847
4385,u,1266
257,u,1597
3455,u,1550
1337,u,2029
3344,u,2221
1320,u,316
3726,u,4764
1613,t,109
3486,u,3217
2646,u,930
3822,u,4806
456,u,468
239,u,1614
3316,u,2294
1337,u,3352
4669,u,3450
4700,u,24
37,t,3675
3298,u,4766
452,p,1663
731,u,2243
2039,u,107
3680,u,3735
4702,u,1266
894,t,2462
2712,u,3814
3142,u,3
4445,u,3641
2162,u,1170
4329,t,2875
1029,u,3787
2641,u,4405
2555,u,368
3938,u,476
3119,u,1168
4702,u,2524
1266,u,368
684,u,1629
1805,u,343
3739,u,1729
4691,u,891
3406,u,3542
1446,u,3608
380,u,3307
97,u,4788
434,u,2966
2352,u,393
1315,u,1058
3877,u,156
4691,u,3534
3514,u,4604
642,t,4627
4788,u,2477
1772,u,3847
368,u,3076
509,t,4205
2368,u,731
4878,u,3455
299,u,1373
1333,u,3847
2248,u,891
660,u,2435
316,u,420
1387,u,4856
1373,u,3859
1402,u,1180
1720,u,2728
4999,u,731
3758,u,3316
3514,u,550
299,u,960
3007,u,3493
468,u,1217
3643,u,752
304,u,239
3760,u,761
1942,u,4562
4856,u,4042
3018,u,1337
4385,u,2435
4806,u,4764
3608,u,3641
4255,u,4764
1214,u,1168
1494,u,1446
692,p,2038
3344,u,1500
4707,t,2364
4540,u,4670
3963,t,3834
4091,u,3406
4255,u,3083
1214,u,3589
2259,t,3542
1586,u,4646
13,q1,3444
635,u,3777
63,t,535
219,u,4255
1747,u,4670
1055,u,3822
2503,u,4738
2039,u,813
2539,u,3534
4445,u,4188
4766,u,1333
3207,u,4385
721,u,2155
3822,u,3114
1359,u,2699
4177,u,3307
3486,r,3486
2721,u,2495
1388,v,1388
3,u,1210
2142,u,1170
4509,u,219
2243,u,2610
3522,u,3510
2544,u,1573
3822,u,703
3167,u,1635
961,u,1635
4229,u,2248
1729,u,1422
755,u,2358
3379,v,3379
2162,u,961
1889,t,4203
4788,u,4118
3076,u,774
2374,p,802
3217,u,468
774,u,3657
278,u,3680
3877,u,3546
2747,t,2762
2343,u,3406
3994,r,431
1085,u,3018
235,u,4255
3847,u,3680
4430,v,4430
4459,u,1586
4524,u,156
4878,u,3641
1241,u,3613
4788,u,1404
135,u,4806
2969,r,3568
1958,u,2122
2986,t,55
2551,u,1827
1204,u,4474
3416,u,4862
1333,u,2640
1586,u,598
1980,u,2948
4670,u,2381
3657,u,4923
316,u,1783
1963,u,3902
3687,u,1635
3486,u,1573
3493,u,3455
1570,u,4047
2551,u,3406
3641,u,2506
422,u,660
257,u,1988
559,u,4923
2016,t,2547
2503,u,1241
456,u,3880
591,u,3493
4449,u,3847
1055,u,1333
2042,u,4856
3486,u,3226
3083,u,2948
3007,u,961
2317,u,4623
420,u,1551
3344,u,1551
2187,u,1812
3848,u,2029
3814,u,124
4474,u,3167
4711,u,3416
4511,t,4256
4038,u,3493
657,u,2243
97,u,1402
4955,s,2362
2455,u,434
3142,u,124
2169,u,3007
3822,u,1422
3510,u,1609
270,t,1100
67,t,1258
4711,u,434
3971,u,3486
1881,u,3504
2641,u,4412
1304,u,1422
3167,u,4047
2417,u,550
3902,u,3787
3602,u,316
3938,u,1634
1422,u,398
1573,u,2799
3307,u,4042
3111,v,3111
2988,q2,3903
1988,u,2640
1138,u,3528
904,t,4205
393,u,2248
1211,u,3703
3764,t,4295
2381,u,2039
2641,u,3522
2699,u,2435
3859,u,2100
3119,u,2381
3542,u,1373
4934,r,1871
1980,u,2122
772,u,2721
4385,u,63
1513,t,2412
4203,t,4843
4540,u,257
2362,u,3787
3514,u,559
1675,u,731
1494,u,3114
422,u,1374
1988,u,1318
420,u,3240
3865,t,671
1597,u,4410
4833,u,3055
4188,u,1318
1963,u,3055
380,u,4515
3486,u,468
3641,u,3643
3240,u,1988
3758,u,1298
2029,u,3455
827,t,4993
4783,u,3510
4125,u,344
3352,u,1315
1140,q1,2941
4630,p,4776
727,u,4162
4833,u,3450
2070,u,2524
707,u,3290
3680,u,1217
3641,u,1958
